0.971,0.991,0.95,0.97,0.895,0.996,0.994
0.969,0.991,0.946,0.968,0.888,0.996,0.993
0.968,0.991,0.944,0.967,0.885,0.995,0.991
0.97,0.991,0.95,0.97,0.894,0.996,0.994
0.972,0.991,0.952,0.972,0.898,0.995,0.992
0.97,0.991,0.9484,0.9694,0.892,0.9956,0.9928
0.001581139,0,0.003286335,0.001949359,0.005338539,0.000547723,0.00130384
