0.965,0.996,0.93,0.964,0.868,0.996,0.998
0.965,0.997,0.931,0.964,0.868,0.998,0.998
0.959,0.996,0.917,0.957,0.847,0.996,0.997
0.966,0.996,0.933,0.965,0.871,0.994,0.996
0.969,0.997,0.939,0.968,0.881,0.995,0.996
0.9648,0.9964,0.93,0.9636,0.867 ,0.9958,0.997
0.00363318,0.000547723,0.008062258,0.004037326,0.012389512,0.00148324,0.001
