0.97,0.972,0.968,0.97,0.908,0.983,0.985
0.973,0.975,0.971,0.973,0.92,0.984,0.985
0.966,0.969,0.96,0.965,0.895,0.981,0.983
0.97,0.975,0.965,0.97,0.906,0.982,0.985
0.973,0.978,0.969,0.973,0.917,0.984,0.985
0.9704,0.9738,0.9666,0.9702,0.9092,0.9828,0.9846
0.002880972,0.003420526,0.00427785,0.003271085,0.009884331,0.00130384,0.000894427
