0.995,0.997,0.993,0.995,0.983,0.999,0.999,,
0.995,0.997,0.993,0.995,0.982,0.999,1. , ,
0.995,0.998,0.992,0.995,0.982,1,1. ,, 
0.994,0.998,0.989,0.994,0.976,1,1. ,, 
0.994,0.997,0.99,0.994,0.977,0.999,0.999,,
0.9946,0.9974,0.9914,0.9946,0.98,0.9994,0.9996,,
0.000547723,0.000547723,0.00181659,0.000547723,0.00324037,0.000547723,0,,
